gene,score.p,score.n,score.z,score.ppen,score.npen,ppv,npv,ppenpv,npenpv
ENSG00000185947,0.102564102564103,0.897435897435897,0,46.2,1.9,0.976106093582272,0.0019644493679456,0.000763653747994142,0.951787867982826
ENSG00000104312,0.128205128205128,0.846153846153846,0.0256410256410257,28.8,5,0.963464143507226,0.00451730811002737,0.07584091383339,0.907979496141141
ENSG00000094975,0.17948717948718,0.82051282051282,0,43.1,5.5,0.921998965567983,0.00667665486352931,0.00211695279688395,0.898763925665668
ENSG00000108061,0.102564102564103,0.82051282051282,0.076923076923077,26.1,3.2,0.976106093582272,0.00667665486352931,0.122158615571643,0.936041297657483
ENSG00000153317,0.17948717948718,0.82051282051282,0,27.9,4.4,0.921998965567983,0.00667665486352931,0.0895013669863182,0.918199993310283
ENSG00000196776,0.0769230769230769,0.82051282051282,0.102564102564103,30.4,2.5,0.984848930718597,0.00667665486352931,0.0555540166828017,0.944955285585189
ENSG00000197959,0.102564102564103,0.82051282051282,0.076923076923077,36.5,2,0.976106093582272,0.00667665486352931,0.0138407803950088,0.950698727457638
ENSG00000254087,0.17948717948718,0.82051282051282,0,38.2,6,0.921998965567983,0.00667665486352931,0.00886132271146778,0.888893489625572
ENSG00000005059,0.128205128205128,0.794871794871795,0.076923076923077,33.5,6.2,0.963464143507226,0.00970223179625307,0.0285536100319851,0.884758295496121
ENSG00000017260,0.0769230769230769,0.794871794871795,0.128205128205128,30.9,0.6,0.984848930718597,0.00970223179625307,0.0501798129825722,0.96426796596956
ENSG00000028116,0.128205128205128,0.794871794871795,0.076923076923077,28.1,2,0.963464143507226,0.00970223179625307,0.0863177785255871,0.950698727457638
ENSG00000101972,0.153846153846154,0.794871794871795,0.0512820512820513,19,3.4,0.945809694926012,0.00970223179625307,0.32420726425081,0.933298405195122
ENSG00000143514,0.17948717948718,0.794871794871795,0.0256410256410257,28.1,4.9,0.921998965567983,0.00970223179625307,0.0863177785255871,0.909745613506092
ENSG00000147065,0.128205128205128,0.794871794871795,0.076923076923077,26.5,3.95,0.963464143507226,0.00970223179625307,0.114262398295345,0.925285759134057
ENSG00000167460,0.17948717948718,0.794871794871795,0.0256410256410257,44.8,4.6,0.921998965567983,0.00970223179625307,0.00122365995854712,0.914892812787053
ENSG00000183735,0.102564102564103,0.794871794871795,0.102564102564103,23.9,3,0.976106093582272,0.00970223179625307,0.172382790493018,0.938695667142064
ENSG00000266028,0.153846153846154,0.794871794871795,0.0512820512820513,25.4,4.3,0.945809694926012,0.00970223179625307,0.136882916864888,0.91981681751844
