gene,score.p,score.n,score.z,score.ppen,score.npen,ppv,npv,ppenpv,npenpv
ENSG00000110047,0.0476190476190476,0.952380952380952,0,29.2,0.5,0.982056972644766,0.00017182207497024,0.000375450428925173,0.969435328381774
ENSG00000158109,0,0.952380952380952,0.0476190476190477,17.1,0,0.990427255184515,0.00017182207497024,0.0716427032390095,0.973579791508946
ENSG00000166128,0.0476190476190476,0.952380952380952,0,11.5,0.4,0.982056972644766,0.00017182207497024,0.28053187380776,0.970304757255275
ENSG00000060491,0.0952380952380952,0.904761904761905,0,9.9,0.7,0.968112271061521,0.000462599651611884,0.371022281811126,0.967633176578458
ENSG00000110330,0.0952380952380952,0.904761904761905,0,12.1,3.2,0.968112271061521,0.000462599651611884,0.249582102436321,0.936839602074424
ENSG00000139722,0.0952380952380952,0.904761904761905,0,16.1,1.1,0.968112271061521,0.000462599651611884,0.0957604048929204,0.963765609846129
ENSG00000185989,0.0952380952380952,0.904761904761905,0,18.5,3.1,0.968112271061521,0.000462599651611884,0.0460651230661509,0.938403102387684
ENSG00000058673,0,0.857142857142857,0.142857142857143,14,0,0.990427255184515,0.00116451401121576,0.164732469443335,0.973579791508946
ENSG00000104960,0.0952380952380952,0.857142857142857,0.0476190476190477,9.4,0.9,0.968112271061521,0.00116451401121576,0.401154082819563,0.965744235782708
ENSG00000110321,0.142857142857143,0.857142857142857,1.11022302462516e-16,13,1.4,0.946222055718005,0.00116451401121576,0.206787046837468,0.960623131735023
ENSG00000121749,0.0952380952380952,0.857142857142857,0.0476190476190477,13.1,0.8,0.968112271061521,0.00116451401121576,0.202315960597965,0.966699735325118
ENSG00000123091,0.0952380952380952,0.857142857142857,0.0476190476190477,15.9,1.1,0.968112271061521,0.00116451401121576,0.101229153393089,0.963765609846129
ENSG00000125875,0.0952380952380952,0.857142857142857,0.0476190476190477,8.1,0.5,0.968112271061521,0.00116451401121576,0.481847437107338,0.969435328381774
ENSG00000137449,0.142857142857143,0.857142857142857,1.11022302462516e-16,18.9,2.7,0.946222055718005,0.00116451401121576,0.0402930955425834,0.944356703821538
