gene,score.p,score.n,score.z,score.ppen,score.npen,ppv,npv,ppenpv,npenpv
ENSG00000100307,0.774058577405858,0.133891213389121,0.092050209205021,20.1,209.6,0.000528067313456226,0.896415567561432,0.80644835471282,3.13155779185781e-06
ENSG00000181274,0.761506276150628,0.142259414225941,0.096234309623431,18.3,208.4,0.000718888856063416,0.883857149296111,0.819310036776743,3.71117944819588e-06
ENSG00000121104,0.744769874476987,0.163179916317992,0.092050209205021,16.6,189.1,0.00107246346036505,0.847848443014013,0.830952597678087,4.7991324794272e-05
ENSG00000203880,0.715481171548117,0.184100418410042,0.100418410041841,18.8,175.5,0.00209388268615052,0.805107362682305,0.815792263745494,0.00024029314644336
ENSG00000171298,0.707112970711297,0.188284518828452,0.104602510460251,26.4,135.9,0.00251677179266452,0.795756284507568,0.757219167474144,0.010726480149658
ENSG00000124587,0.702928870292887,0.188284518828452,0.108786610878661,28.3,99,0.00275594180130545,0.795756284507568,0.74114206995549,0.117078856463925
ENSG00000185432,0.702928870292887,0.175732217573222,0.121338912133891,35,287,0.00275594180130545,0.823011758001737,0.68037170813499,3.79674069961311e-12
ENSG00000114650,0.694560669456067,0.108786610878661,0.196652719665272,9.3,91.6,0.00329674486739551,0.928140289713396,0.875343661098662,0.166753226087473
ENSG00000168887,0.694560669456067,0.138075313807531,0.167364016736402,22.5,134,0.00329674486739551,0.890265280430756,0.788455612505016,0.0124564188022033
ENSG00000196323,0.694560669456067,0.138075313807531,0.167364016736402,16.4,148.6,0.00329674486739551,0.890265280430756,0.832289918950178,0.00365898127379538
ENSG00000050426,0.690376569037657,0.154811715481172,0.154811715481172,15.8,104.4,0.00360143218529851,0.863054571308233,0.836260879882189,0.0881580640223621
ENSG00000024862,0.686192468619247,0.192468619246862,0.121338912133891,25.5,143.3,0.00393115830743329,0.786143093731938,0.764641678362385,0.00582523718509931
ENSG00000026297,0.686192468619247,0.192468619246862,0.121338912133891,27.3,155.5,0.00393115830743329,0.786143093731938,0.749671762832432,0.00192856450509216
ENSG00000146083,0.682008368200837,0.205020920502092,0.112970711297071,17.8,145.5,0.00428767281799236,0.755771298949886,0.822785385698448,0.00481626762075582
ENSG00000148660,0.682008368200837,0.184100418410042,0.133891213389121,24.3,153.5,0.00428767281799236,0.805107362682305,0.774340457072219,0.00233145966412307
ENSG00000154822,0.682008368200837,0.163179916317992,0.154811715481172,29.2,196.2,0.00428767281799236,0.847848443014013,0.733338741752125,1.94308705967483e-05
ENSG00000099308,0.677824267782427,0.167364016736402,0.154811715481172,15.5,148.6,0.0046728193090837,0.839840063167458,0.838223283394485,0.00365898127379538
ENSG00000112624,0.677824267782427,0.196652719665272,0.125523012552301,28.3,122.7,0.0046728193090837,0.776271492793023,0.74114206995549,0.0285351645842437
ENSG00000168763,0.677824267782427,0.138075313807531,0.184100418410042,13,122.2,0.0046728193090837,0.890265280430756,0.853978199311333,0.0295312081292209
ENSG00000080546,0.673640167364017,0.238493723849372,0.0878661087866108,29,142.9,0.00508853800764797,0.664646016392031,0.735083038074451,0.00602761843390232
ENSG00000165879,0.673640167364017,0.163179916317992,0.163179916317992,21.5,215.9,0.00508853800764797,0.847848443014013,0.796068716388042,1.25785109850174e-06
ENSG00000101190,0.669456066945607,0.213389121338912,0.117154811715481,34.7,116.3,0.00553686826640465,0.734299059786157,0.683217291337152,0.0436128891916053
ENSG00000119950,0.669456066945607,0.192468619246862,0.138075313807531,34.8,188.5,0.00553686826640465,0.786143093731938,0.68226995660719,5.16988630721027e-05
ENSG00000135473,0.669456066945607,0.196652719665272,0.133891213389121,18.4,138.1,0.00553686826640465,0.776271492793023,0.818609872772801,0.00898812178290431
ENSG00000147162,0.669456066945607,0.217573221757322,0.112970711297071,27.2,119.8,0.00553686826640465,0.723214968814509,0.750516461253314,0.0347219914282285
ENSG00000139631,0.665271966527197,0.184100418410042,0.150627615062761,25.2,120.8,0.00601995089680074,0.805107362682305,0.76708772437509,0.0324746411115586
ENSG00000169925,0.665271966527197,0.205020920502092,0.129707112970711,26.8,124.6,0.00601995089680074,0.755771298949886,0.753880052352447,0.0250016040927793
ENSG00000011523,0.661087866108787,0.271966527196653,0.0669456066945607,24.7,140.1,0.00654003032104111,0.562609547722625,0.771132905844338,0.00762723724347625
ENSG00000100354,0.661087866108787,0.163179916317992,0.175732217573222,20.4,98.3,0.00654003032104111,0.847848443014013,0.804251701475191,0.121271103384083
ENSG00000108840,0.661087866108787,0.234309623430962,0.104602510460251,27.1,128.2,0.00654003032104111,0.676748276358858,0.751359642626936,0.019308322072388
ENSG00000174080,0.661087866108787,0.133891213389121,0.205020920502092,26.4,173,0.00654003032104111,0.896415567561432,0.757219167474144,0.000317585849648916
ENSG00000196177,0.661087866108787,0.200836820083682,0.138075313807531,18.6,153.5,0.00654003032104111,0.766145869261206,0.817204457094112,0.00233145966412307
ENSG00000092847,0.656903765690377,0.175732217573222,0.167364016736402,17.7,103.8,0.00709945651945099,0.823011758001737,0.823475355941361,0.0910801336679627
ENSG00000171163,0.656903765690377,0.188284518828452,0.154811715481172,23.2,88.8,0.00709945651945099,0.795756284507568,0.783028816314624,0.188663416582613
ENSG00000171425,0.656903765690377,0.171548117154812,0.171548117154812,20,85.4,0.00709945651945099,0.83156102744761,0.807177218392647,0.217537254969347
ENSG00000117614,0.652719665271967,0.179916317991632,0.167364016736402,20.7,91.8,0.00770068674868685,0.814193304899461,0.802039983357738,0.165253660284532
ENSG00000138439,0.652719665271967,0.163179916317992,0.184100418410042,18.8,211,0.00770068674868685,0.847848443014013,0.815792263745494,2.56465573644782e-06
ENSG00000171105,0.652719665271967,0.234309623430962,0.112970711297071,25.9,158.7,0.00770068674868685,0.676748276358858,0.761358342936814,0.00141375651450248
ENSG00000053254,0.648535564853557,0.221757322175732,0.129707112970711,27.5,141.4,0.00834628700566265,0.711909071195549,0.747977827884514,0.00684314787216078
ENSG00000063046,0.648535564853557,0.188284518828452,0.163179916317992,19.5,98.7,0.00834628700566265,0.795756284507568,0.810796324009479,0.118862787672465
ENSG00000113851,0.648535564853557,0.179916317991632,0.171548117154812,19.4,108.3,0.00834628700566265,0.814193304899461,0.811515094131158,0.070845466807973
ENSG00000118482,0.648535564853557,0.179916317991632,0.171548117154812,20.7,111.5,0.00834628700566265,0.814193304899461,0.802039983357738,0.0586976451155733
ENSG00000139197,0.648535564853557,0.158995815899582,0.192468619246862,15.5,84.9,0.00834628700566265,0.855586353972853,0.838223283394485,0.221988648340824
ENSG00000177169,0.648535564853557,0.230125523012552,0.121338912133891,26.3,116.9,0.00834628700566265,0.688666317658726,0.75805009867033,0.0419700140543667
ENSG00000182979,0.648535564853557,0.184100418410042,0.167364016736402,22.8,103.5,0.00834628700566265,0.805107362682305,0.786139636420153,0.0925678318168668
ENSG00000007255,0.644351464435147,0.146443514644351,0.209205020920502,17.5,156,0.0090389332115296,0.877187829452818,0.824850191268511,0.00183826608735127
ENSG00000121057,0.644351464435147,0.133891213389121,0.221757322175732,20.3,132.4,0.0090389332115296,0.896415567561432,0.804985594927658,0.0140956901220178
ENSG00000136444,0.640167364016736,0.108786610878661,0.251046025104603,9.3,96.1,0.00978141208962879,0.928140289713396,0.875343661098662,0.135129703907638
